cy_codigo,cy_conyuge_cobis,cy_ente_conyuge,cy_nombre_completo,cy_fecha_nacimiento,cy_tipo_identificacion,cy_identificacion,cy_fecha_registro,cy_usuario_registro,cy_fecha_modificacion,cy_usuario_modificacion,cy_p_nombre,cy_s_nombre,cy_p_apellido,cy_s_apellido,cy_gestion_gic
3332,78671726,77525254,NOMBRE COMPLETO DEL CONYUGE78671726,01/01/88 12:00 AM,1,ID0078671726,02/18/20 12:00 AM,ah53081,,,,,,,
3333,79445657,0,NOMBRE COMPLETO DEL CONYUGE79445657,01/01/88 12:00 AM,1,ID0079445657,02/18/20 12:00 AM,ni927499,01/09/24 12:00 AM,usrnetbank,,,,,
3334,81310777,17604162,NOMBRE COMPLETO DEL CONYUGE81310777,01/01/88 12:00 AM, ,ID0081310777,02/18/20 12:00 AM,le34903,,,,,,,
3335,81376522,17553791,NOMBRE COMPLETO DEL CONYUGE81376522,01/01/88 12:00 AM, ,ID0081376522,02/18/20 12:00 AM,cs90816,,,,,,,
3336,81369780,0,NOMBRE COMPLETO DEL CONYUGE81369780,01/01/88 12:00 AM,1,ID0081369780,02/18/20 12:00 AM,fm38193,10/09/23 12:00 AM,fm38193,,,,,
3338,78622865,77747389,NOMBRE COMPLETO DEL CONYUGE78622865,01/01/88 12:00 AM,1,ID0078622865,02/18/20 12:00 AM,cs90816,,,,,,,
3339,81548854,17650940,NOMBRE COMPLETO DEL CONYUGE81548854,01/01/88 12:00 AM, ,ID0081548854,02/18/20 12:00 AM,wz35003,,,,,,,
3341,79246336,76927774,NOMBRE COMPLETO DEL CONYUGE79246336,01/01/88 12:00 AM, ,ID0079246336,02/18/20 12:00 AM,sa71179,,,,,,,
3342,78593148,76971676,NOMBRE COMPLETO DEL CONYUGE78593148,01/01/88 12:00 AM, ,ID0078593148,02/18/20 12:00 AM,ee48305,,,,,,,
3343,79258903,0,NOMBRE COMPLETO DEL CONYUGE79258903,01/01/88 12:00 AM,1,ID0079258903,02/18/20 12:00 AM,jr93431,,,,,,,
3344,78618396,0,NOMBRE COMPLETO DEL CONYUGE78618396,01/01/88 12:00 AM,1,ID0078618396,02/18/20 12:00 AM,mm50087,,,,,,,
3345,81523967,1270800,NOMBRE COMPLETO DEL CONYUGE81523967,01/01/88 12:00 AM, ,ID0081523967,02/19/20 12:00 AM,le34903,,,,,,,
3346,81949590,77506195,NOMBRE COMPLETO DEL CONYUGE81949590,01/01/88 12:00 AM, ,ID0081949590,02/19/20 12:00 AM,le34903,,,,,,,
3347,82249109,0,NOMBRE COMPLETO DEL CONYUGE82249109,01/01/88 12:00 AM,2,ID0082249109,02/19/20 12:00 AM,rt12899,02/19/20 12:00 AM,rt12899,,,,,
3348,80073313,17529999,NOMBRE COMPLETO DEL CONYUGE80073313,01/01/88 12:00 AM, ,ID0080073313,02/19/20 12:00 AM,ni934500,,,,,,,
3349,81457000,0,NOMBRE COMPLETO DEL CONYUGE81457000,01/01/88 12:00 AM,1,ID0081457000,02/19/20 12:00 AM,ms59972,,,,,,,
3350,82496785,1341775,NOMBRE COMPLETO DEL CONYUGE82496785,01/01/88 12:00 AM, ,ID0082496785,02/19/20 12:00 AM,ni945110,,,,,,,
3351,80126336,77787852,NOMBRE COMPLETO DEL CONYUGE80126336,01/01/88 12:00 AM,1,ID0080126336,02/19/20 12:00 AM,yp02425,05/23/24 12:00 AM,yp02425,,,,,
3352,81125252,0,NOMBRE COMPLETO DEL CONYUGE81125252,01/01/88 12:00 AM,2,ID0081125252,02/19/20 12:00 AM,rt12899,02/19/20 12:00 AM,rt12899,,,,,
3353,80241887,76798540,NOMBRE COMPLETO DEL CONYUGE80241887,01/01/88 12:00 AM, ,ID0080241887,02/19/20 12:00 AM,le34903,,,,,,,
3354,82000232,687459,NOMBRE COMPLETO DEL CONYUGE82000232,01/01/88 12:00 AM, ,ID0082000232,02/19/20 12:00 AM,ni000235,,,,,,,
3355,80519435,77478736,NOMBRE COMPLETO DEL CONYUGE80519435,01/01/88 12:00 AM, ,ID0080519435,02/19/20 12:00 AM,ni927499,,,,,,,
3356,82546537,77357874,NOMBRE COMPLETO DEL CONYUGE82546537,01/01/88 12:00 AM, ,ID0082546537,02/19/20 12:00 AM,jv34996,,,,,,,
3357,80325843,77508856,NOMBRE COMPLETO DEL CONYUGE80325843,01/01/88 12:00 AM,1,ID0080325843,02/19/20 12:00 AM,ni945110,,,,,,,
3358,78609796,77381996,NOMBRE COMPLETO DEL CONYUGE78609796,01/01/88 12:00 AM, ,ID0078609796,02/19/20 12:00 AM,jn63992,,,,,,,
3359,81592110,77506616,NOMBRE COMPLETO DEL CONYUGE81592110,01/01/88 12:00 AM, ,ID0081592110,02/19/20 12:00 AM,ni934522,,,,,,,
3361,81768455,76672652,NOMBRE COMPLETO DEL CONYUGE81768455,01/01/88 12:00 AM, ,ID0081768455,02/19/20 12:00 AM,ni907236,,,,,,,
3362,81355487,510354,NOMBRE COMPLETO DEL CONYUGE81355487,01/01/88 12:00 AM, ,ID0081355487,02/20/20 12:00 AM,ni945751,,,,,,,
3363,79709140,1149673,NOMBRE COMPLETO DEL CONYUGE79709140,01/01/88 12:00 AM, ,ID0079709140,02/20/20 12:00 AM,ni945110,,,,,,,
3364,80522886,0,NOMBRE COMPLETO DEL CONYUGE80522886,01/01/88 12:00 AM,1,ID0080522886,02/20/20 12:00 AM,ni907236,,,,,,,
3365,80353235,76827338,NOMBRE COMPLETO DEL CONYUGE80353235,01/01/88 12:00 AM, ,ID0080353235,02/20/20 12:00 AM,np22417,,,,,,,
3366,79888303,683896,NOMBRE COMPLETO DEL CONYUGE79888303,01/01/88 12:00 AM, ,ID0079888303,02/20/20 12:00 AM,ni945751,,,,,,,
3367,79411671,0,NOMBRE COMPLETO DEL CONYUGE79411671,01/01/88 12:00 AM,1,ID0079411671,02/20/20 12:00 AM,ni927499,,,,,,,
3369,82381864,76979944,NOMBRE COMPLETO DEL CONYUGE82381864,01/01/88 12:00 AM, ,ID0082381864,02/20/20 12:00 AM,kc05098,,,,,,,
3370,82557970,0,NOMBRE COMPLETO DEL CONYUGE82557970,01/01/88 12:00 AM,1,ID0082557970,02/20/20 12:00 AM,ee48305,07/25/24 12:00 AM,mo32383,,,,,
3371,79700193,0,NOMBRE COMPLETO DEL CONYUGE79700193,01/01/88 12:00 AM,2,ID0079700193,02/20/20 12:00 AM,sa71179,,,,,,,
3372,80204957,0,NOMBRE COMPLETO DEL CONYUGE80204957,01/01/88 12:00 AM,2,ID0080204957,02/20/20 12:00 AM,ni945756,,,,,,,
3373,79546739,77546120,NOMBRE COMPLETO DEL CONYUGE79546739,01/01/88 12:00 AM,1,ID0079546739,02/20/20 12:00 AM,cs90816,,,,,,,
3374,82648186,0,NOMBRE COMPLETO DEL CONYUGE82648186,01/01/88 12:00 AM,1,ID0082648186,02/20/20 12:00 AM,ni969946,,,,,,,
3375,78557478,77760180,NOMBRE COMPLETO DEL CONYUGE78557478,01/01/88 12:00 AM,1,ID0078557478,02/20/20 12:00 AM,ni969946,,,,,,,
3376,80400470,8235,NOMBRE COMPLETO DEL CONYUGE80400470,01/01/88 12:00 AM, ,ID0080400470,02/20/20 12:00 AM,ic31861,,,,,,,
3377,82196617,77260552,NOMBRE COMPLETO DEL CONYUGE82196617,01/01/88 12:00 AM, ,ID0082196617,02/21/20 12:00 AM,ni934544,,,,,,,
3378,81959005,76644063,NOMBRE COMPLETO DEL CONYUGE81959005,01/01/88 12:00 AM, ,ID0081959005,02/21/20 12:00 AM,mm50087,,,,,,,
3379,80415257,77506721,NOMBRE COMPLETO DEL CONYUGE80415257,01/01/88 12:00 AM, ,ID0080415257,02/21/20 12:00 AM,ni934544,,,,,,,
3380,81213267,0,NOMBRE COMPLETO DEL CONYUGE81213267,01/01/88 12:00 AM,1,ID0081213267,02/21/20 12:00 AM,cs90816,,,,,,,
3381,82249451,78076372,NOMBRE COMPLETO DEL CONYUGE82249451,01/01/88 12:00 AM,3,ID0082249451,02/21/20 12:00 AM,jv34996,02/21/20 12:00 AM,jv34996,,,,,
3382,80605579,0,NOMBRE COMPLETO DEL CONYUGE80605579,01/01/88 12:00 AM,2,ID0080605579,02/21/20 12:00 AM,mm50087,,,,,,,
3383,78684887,0,NOMBRE COMPLETO DEL CONYUGE78684887,01/01/88 12:00 AM,1,ID0078684887,02/21/20 12:00 AM,cs90816,,,,,,,
3384,82449302,113233,NOMBRE COMPLETO DEL CONYUGE82449302,01/01/88 12:00 AM, ,ID0082449302,02/21/20 12:00 AM,ni934522,,,,,,,
3385,82504257,1541663,NOMBRE COMPLETO DEL CONYUGE82504257,01/01/88 12:00 AM, ,ID0082504257,02/21/20 12:00 AM,ni945756,,,,,,,
3386,80569939,0,NOMBRE COMPLETO DEL CONYUGE80569939,01/01/88 12:00 AM,1,ID0080569939,02/21/20 12:00 AM,yp02425,,,,,,,
3388,79687910,967695,NOMBRE COMPLETO DEL CONYUGE79687910,01/01/88 12:00 AM, ,ID0079687910,02/21/20 12:00 AM,mo32383,,,,,,,
3389,81847380,77507280,NOMBRE COMPLETO DEL CONYUGE81847380,01/01/88 12:00 AM,2,ID0081847380,02/21/20 12:00 AM,ni934544,,,,,,,
3391,82281096,0,NOMBRE COMPLETO DEL CONYUGE82281096,01/01/88 12:00 AM,1,ID0082281096,02/21/20 12:00 AM,jv34996,09/28/23 12:00 AM,ni934783,,,,,
3392,79685313,0,NOMBRE COMPLETO DEL CONYUGE79685313,01/01/88 12:00 AM,1,ID0079685313,02/21/20 12:00 AM,ni907236,,,,,,,
3393,80171781,17615871,NOMBRE COMPLETO DEL CONYUGE80171781,01/01/88 12:00 AM, ,ID0080171781,02/21/20 12:00 AM,fm38193,,,,,,,
3395,80177119,17476319,NOMBRE COMPLETO DEL CONYUGE80177119,01/01/88 12:00 AM, ,ID0080177119,02/22/20 12:00 AM,ni934551,,,,,,,
3396,81395616,77506608,NOMBRE COMPLETO DEL CONYUGE81395616,01/01/88 12:00 AM,1,ID0081395616,02/22/20 12:00 AM,jn63992,08/29/23 12:00 AM,usrnetbank,,,,,
3398,79071854,17551309,NOMBRE COMPLETO DEL CONYUGE79071854,01/01/88 12:00 AM, ,ID0079071854,02/22/20 12:00 AM,ni934551,,,,,,,
3399,82159070,0,NOMBRE COMPLETO DEL CONYUGE82159070,01/01/88 12:00 AM,1,ID0082159070,02/22/20 12:00 AM,ni945110,,,,,,,
3400,81921008,17576984,NOMBRE COMPLETO DEL CONYUGE81921008,01/01/88 12:00 AM, ,ID0081921008,02/24/20 12:00 AM,ee48305,,,,,,,
3401,81245070,77507213,NOMBRE COMPLETO DEL CONYUGE81245070,01/01/88 12:00 AM, ,ID0081245070,02/24/20 12:00 AM,ni934544,,,,,,,
3402,80130600,1269620,NOMBRE COMPLETO DEL CONYUGE80130600,01/01/88 12:00 AM,1,ID0080130600,02/24/20 12:00 AM,ni945110,11/21/23 12:00 AM,usrnetbank,,,,,
3403,80453299,593913,NOMBRE COMPLETO DEL CONYUGE80453299,01/01/88 12:00 AM, ,ID0080453299,02/24/20 12:00 AM,sa71179,,,,,,,
3404,81940932,76627070,NOMBRE COMPLETO DEL CONYUGE81940932,01/01/88 12:00 AM,2,ID0081940932,02/24/20 12:00 AM,ni863116,05/24/23 12:00 AM,ni935292,,,,,
3405,81855056,0,NOMBRE COMPLETO DEL CONYUGE81855056,01/01/88 12:00 AM,1,ID0081855056,02/24/20 12:00 AM,ah53081,,,,,,,
3407,79059528,0,NOMBRE COMPLETO DEL CONYUGE79059528,01/01/88 12:00 AM,1,ID0079059528,02/24/20 12:00 AM,ni927499,,,,,,,
3408,79962767,0,NOMBRE COMPLETO DEL CONYUGE79962767,01/01/88 12:00 AM,1,ID0079962767,02/24/20 12:00 AM,yp02425,,,,,,,
3409,81085528,0,NOMBRE COMPLETO DEL CONYUGE81085528,01/01/88 12:00 AM,1,ID0081085528,02/24/20 12:00 AM,rm69726,,,,,,,
3410,79606561,0,NOMBRE COMPLETO DEL CONYUGE79606561,01/01/88 12:00 AM,2,ID0079606561,02/24/20 12:00 AM,fm38193,,,,,,,
3412,81201064,309328,NOMBRE COMPLETO DEL CONYUGE81201064,01/01/88 12:00 AM, ,ID0081201064,02/24/20 12:00 AM,ni927499,,,,,,,
3413,78652055,77514759,NOMBRE COMPLETO DEL CONYUGE78652055,01/01/88 12:00 AM,1,ID0078652055,02/24/20 12:00 AM,ni934522,,,,,,,
3414,78843764,17499475,NOMBRE COMPLETO DEL CONYUGE78843764,01/01/88 12:00 AM,1,ID0078843764,02/24/20 12:00 AM,ni927499,03/03/20 12:00 AM,ni927499,,,,,
3415,80336659,76935785,NOMBRE COMPLETO DEL CONYUGE80336659,01/01/88 12:00 AM, ,ID0080336659,02/25/20 12:00 AM,le34903,,,,,,,
3416,81283745,78396121,NOMBRE COMPLETO DEL CONYUGE81283745,01/01/88 12:00 AM,,ID0081283745,02/25/20 12:00 AM,mm50087,12/27/24 12:00 AM,ni935263,,,,,
3417,80772122,17586974,NOMBRE COMPLETO DEL CONYUGE80772122,01/01/88 12:00 AM, ,ID0080772122,02/25/20 12:00 AM,ah53081,,,,,,,
3418,82333525,0,NOMBRE COMPLETO DEL CONYUGE82333525,01/01/88 12:00 AM,1,ID0082333525,02/25/20 12:00 AM,le34903,,,,,,,
3419,81380635,17630586,NOMBRE COMPLETO DEL CONYUGE81380635,01/01/88 12:00 AM, ,ID0081380635,02/25/20 12:00 AM,ni945110,,,,,,,
3420,81659389,76864799,NOMBRE COMPLETO DEL CONYUGE81659389,01/01/88 12:00 AM, ,ID0081659389,02/25/20 12:00 AM,jr93431,,,,,,,
3421,79647551,17620440,NOMBRE COMPLETO DEL CONYUGE79647551,01/01/88 12:00 AM, ,ID0079647551,02/25/20 12:00 AM,ni969946,,,,,,,
3422,82313494,1,NOMBRE COMPLETO DEL CONYUGE82313494,01/01/88 12:00 AM, ,ID0082313494,02/25/20 12:00 AM,ic31861,,,,,,,
3423,82013040,0,NOMBRE COMPLETO DEL CONYUGE82013040,01/01/88 12:00 AM,1,ID0082013040,02/25/20 12:00 AM,mm50087,,,,,,,
3425,79950955,17592850,NOMBRE COMPLETO DEL CONYUGE79950955,01/01/88 12:00 AM, ,ID0079950955,02/26/20 12:00 AM,np22417,,,,,,,
3426,81770026,0,NOMBRE COMPLETO DEL CONYUGE81770026,01/01/88 12:00 AM,2,ID0081770026,02/26/20 12:00 AM,ic31861,,,,,,,
3427,80321376,562264,NOMBRE COMPLETO DEL CONYUGE80321376,01/01/88 12:00 AM, ,ID0080321376,02/26/20 12:00 AM,sa71179,,,,,,,
3428,78853441,17588555,NOMBRE COMPLETO DEL CONYUGE78853441,01/01/88 12:00 AM,1,ID0078853441,02/26/20 12:00 AM,ni934551,12/07/22 12:00 AM,ni935103,,,,,
3429,79936545,77422250,NOMBRE COMPLETO DEL CONYUGE79936545,01/01/88 12:00 AM, ,ID0079936545,02/26/20 12:00 AM,cs90816,,,,,,,
3430,80000537,0,NOMBRE COMPLETO DEL CONYUGE80000537,01/01/88 12:00 AM,1,ID0080000537,02/26/20 12:00 AM,jr93431,02/26/20 12:00 AM,jr93431,,,,,
3431,80206380,0,NOMBRE COMPLETO DEL CONYUGE80206380,01/01/88 12:00 AM,1,ID0080206380,02/26/20 12:00 AM,ni907236,,,,,,,
3434,82591532,17658731,NOMBRE COMPLETO DEL CONYUGE82591532,01/01/88 12:00 AM, ,ID0082591532,02/26/20 12:00 AM,kc05098,,,,,,,
3435,80169264,17628911,NOMBRE COMPLETO DEL CONYUGE80169264,01/01/88 12:00 AM, ,ID0080169264,02/26/20 12:00 AM,mm50087,,,,,,,
3436,80331851,0,NOMBRE COMPLETO DEL CONYUGE80331851,01/01/88 12:00 AM,1,ID0080331851,02/27/20 12:00 AM,np22417,,,,,,,
3438,82513485,1744267,NOMBRE COMPLETO DEL CONYUGE82513485,01/01/88 12:00 AM,1,ID0082513485,02/27/20 12:00 AM,jv34996,,,,,,,
3439,81750629,17557743,NOMBRE COMPLETO DEL CONYUGE81750629,01/01/88 12:00 AM, ,ID0081750629,02/27/20 12:00 AM,jr93431,,,,,,,
3440,78689480,77508716,NOMBRE COMPLETO DEL CONYUGE78689480,01/01/88 12:00 AM,1,ID0078689480,02/27/20 12:00 AM,ni934544,03/01/23 12:00 AM,usrnetbank,,,,,
3441,79905348,0,NOMBRE COMPLETO DEL CONYUGE79905348,01/01/88 12:00 AM,1,ID0079905348,02/27/20 12:00 AM,gb63117,,,,,,,
3442,80671083,76739668,NOMBRE COMPLETO DEL CONYUGE80671083,01/01/88 12:00 AM, ,ID0080671083,02/27/20 12:00 AM,ni945751,,,,,,,
3443,80442807,814186,NOMBRE COMPLETO DEL CONYUGE80442807,01/01/88 12:00 AM,1,ID0080442807,02/27/20 12:00 AM,jr93431,01/09/25 12:00 AM,ni935399,,,,,
3444,79453854,77810072,NOMBRE COMPLETO DEL CONYUGE79453854,01/01/88 12:00 AM,1,ID0079453854,02/27/20 12:00 AM,ah53081,,,,,,,
3445,80440596,77524290,NOMBRE COMPLETO DEL CONYUGE80440596,01/01/88 12:00 AM,1,ID0080440596,02/27/20 12:00 AM,kc05098,,,,,,,
3446,79202193,1701945,NOMBRE COMPLETO DEL CONYUGE79202193,01/01/88 12:00 AM, ,ID0079202193,02/27/20 12:00 AM,cs90816,,,,,,,
3447,79061980,77741348,NOMBRE COMPLETO DEL CONYUGE79061980,01/01/88 12:00 AM,1,ID0079061980,02/27/20 12:00 AM,ni945751,03/15/22 12:00 AM,ni934544,,,,,
3449,78898445,76644748,NOMBRE COMPLETO DEL CONYUGE78898445,01/01/88 12:00 AM, ,ID0078898445,02/27/20 12:00 AM,ms59972,,,,,,,
3450,81484325,77384138,NOMBRE COMPLETO DEL CONYUGE81484325,01/01/88 12:00 AM, ,ID0081484325,02/27/20 12:00 AM,js37023,,,,,,,
3451,78800941,76930384,NOMBRE COMPLETO DEL CONYUGE78800941,01/01/88 12:00 AM, ,ID0078800941,02/27/20 12:00 AM,cg85219,,,,,,,
3452,78594454,0,NOMBRE COMPLETO DEL CONYUGE78594454,01/01/88 12:00 AM,1,ID0078594454,02/28/20 12:00 AM,mo32383,,,,,,,
3453,79660469,422535,NOMBRE COMPLETO DEL CONYUGE79660469,01/01/88 12:00 AM, ,ID0079660469,02/28/20 12:00 AM,mo38090,,,,,,,
3454,82020489,17591431,NOMBRE COMPLETO DEL CONYUGE82020489,01/01/88 12:00 AM,1,ID0082020489,02/28/20 12:00 AM,ni945751,12/21/22 12:00 AM,usrnetbank,,,,,
3456,81922101,350439,NOMBRE COMPLETO DEL CONYUGE81922101,01/01/88 12:00 AM,1,ID0081922101,02/28/20 12:00 AM,yp02425,,,,,,,
3457,78819758,77626875,NOMBRE COMPLETO DEL CONYUGE78819758,01/01/88 12:00 AM,1,ID0078819758,02/28/20 12:00 AM,mm50087,,,,,,,
3458,82487638,1631647,NOMBRE COMPLETO DEL CONYUGE82487638,01/01/88 12:00 AM, ,ID0082487638,02/28/20 12:00 AM,kc05098,,,,,,,
3459,81455457,17518461,NOMBRE COMPLETO DEL CONYUGE81455457,01/01/88 12:00 AM, ,ID0081455457,02/28/20 12:00 AM,np22417,,,,,,,
3460,81517940,17648802,NOMBRE COMPLETO DEL CONYUGE81517940,01/01/88 12:00 AM, ,ID0081517940,02/28/20 12:00 AM,ni945756,,,,,,,
3461,79079340,741538,NOMBRE COMPLETO DEL CONYUGE79079340,01/01/88 12:00 AM, ,ID0079079340,02/28/20 12:00 AM,cs90816,,,,,,,
3462,79454672,0,NOMBRE COMPLETO DEL CONYUGE79454672,01/01/88 12:00 AM,2,ID0079454672,02/28/20 12:00 AM,jr58239,,,,,,,
3463,80801483,78274700,NOMBRE COMPLETO DEL CONYUGE80801483,01/01/88 12:00 AM,2,ID0080801483,02/28/20 12:00 AM,jr93431,,,,,,,
3464,82349669,17593599,NOMBRE COMPLETO DEL CONYUGE82349669,01/01/88 12:00 AM, ,ID0082349669,02/28/20 12:00 AM,ni907236,,,,,,,
3465,79503967,77825533,NOMBRE COMPLETO DEL CONYUGE79503967,01/01/88 12:00 AM,1,ID0079503967,02/28/20 12:00 AM,ni934544,,,,,,,
3467,79387770,77522719,NOMBRE COMPLETO DEL CONYUGE79387770,01/01/88 12:00 AM,1,ID0079387770,02/29/20 12:00 AM,le34903,,,,,,,
3468,81391068,17599865,NOMBRE COMPLETO DEL CONYUGE81391068,01/01/88 12:00 AM, ,ID0081391068,02/29/20 12:00 AM,ni907236,,,,,,,
3469,82100717,0,NOMBRE COMPLETO DEL CONYUGE82100717,01/01/88 12:00 AM,1,ID0082100717,02/29/20 12:00 AM,jn63992,,,,,,,
3470,80706189,77501029,NOMBRE COMPLETO DEL CONYUGE80706189,01/01/88 12:00 AM, ,ID0080706189,02/29/20 12:00 AM,ni945110,,,,,,,
3471,82580875,17547342,NOMBRE COMPLETO DEL CONYUGE82580875,01/01/88 12:00 AM,1,ID0082580875,02/29/20 12:00 AM,mm50087,03/03/20 12:00 AM,mm50087,,,,,
3472,80206593,77660089,NOMBRE COMPLETO DEL CONYUGE80206593,01/01/88 12:00 AM,1,ID0080206593,02/29/20 12:00 AM,rt12899,,,,,,,
3473,81126909,0,NOMBRE COMPLETO DEL CONYUGE81126909,01/01/88 12:00 AM,1,ID0081126909,02/29/20 12:00 AM,nc46148,,,,,,,
3475,79365491,77513990,NOMBRE COMPLETO DEL CONYUGE79365491,01/01/88 12:00 AM,2,ID0079365491,02/29/20 12:00 AM,ni945110,03/02/20 12:00 AM,ni945110,,,,,
3476,81372683,0,NOMBRE COMPLETO DEL CONYUGE81372683,01/01/88 12:00 AM,1,ID0081372683,03/02/20 12:00 AM,yp02425,,,,,,,
3477,81803048,0,NOMBRE COMPLETO DEL CONYUGE81803048,01/01/88 12:00 AM,1,ID0081803048,03/02/20 12:00 AM,rm69726,,,,,,,
3479,82230505,77915036,NOMBRE COMPLETO DEL CONYUGE82230505,01/01/88 12:00 AM,1,ID0082230505,03/02/20 12:00 AM,ah53081,,,,,,,
3480,80564821,0,NOMBRE COMPLETO DEL CONYUGE80564821,01/01/88 12:00 AM,1,ID0080564821,03/02/20 12:00 AM,gb63117,,,,,,,
3481,80351798,78232366,NOMBRE COMPLETO DEL CONYUGE80351798,01/01/88 12:00 AM,1,ID0080351798,03/02/20 12:00 AM,le34903,01/29/24 12:00 AM,usrnetbank,,,,,
3482,81652988,76897484,NOMBRE COMPLETO DEL CONYUGE81652988,01/01/88 12:00 AM,,ID0081652988,03/02/20 12:00 AM,ni945756,11/18/24 12:00 AM,usrnetbank,,,,,
3483,80480539,77596062,NOMBRE COMPLETO DEL CONYUGE80480539,01/01/88 12:00 AM,1,ID0080480539,03/02/20 12:00 AM,ee48305,07/22/21 12:00 AM,lp08862,,,,,
3484,80700717,653519,NOMBRE COMPLETO DEL CONYUGE80700717,01/01/88 12:00 AM, ,ID0080700717,03/02/20 12:00 AM,jr58239,,,,,,,
3487,81837406,77454470,NOMBRE COMPLETO DEL CONYUGE81837406,01/01/88 12:00 AM,1,ID0081837406,03/03/20 12:00 AM,kc05098,02/13/23 12:00 AM,usrnetbank,,,,,
3488,80218060,17634267,NOMBRE COMPLETO DEL CONYUGE80218060,01/01/88 12:00 AM,,ID0080218060,03/03/20 12:00 AM,ez92106,01/07/25 12:00 AM,ni935263,,,,,
3489,79381543,1035856,NOMBRE COMPLETO DEL CONYUGE79381543,01/01/88 12:00 AM, ,ID0079381543,03/03/20 12:00 AM,jn63992,,,,,,,
3490,82521534,76968349,NOMBRE COMPLETO DEL CONYUGE82521534,01/01/88 12:00 AM, ,ID0082521534,03/03/20 12:00 AM,cg85219,,,,,,,
3491,82387536,0,NOMBRE COMPLETO DEL CONYUGE82387536,01/01/88 12:00 AM,1,ID0082387536,03/03/20 12:00 AM,rm69726,,,,,,,
3492,80731906,17598840,NOMBRE COMPLETO DEL CONYUGE80731906,01/01/88 12:00 AM, ,ID0080731906,03/03/20 12:00 AM,ms59972,,,,,,,
3493,81719268,119719,NOMBRE COMPLETO DEL CONYUGE81719268,01/01/88 12:00 AM,1,ID0081719268,03/03/20 12:00 AM,ni945751,01/10/23 12:00 AM,usrnetbank,,,,,
3494,79411027,77511563,NOMBRE COMPLETO DEL CONYUGE79411027,01/01/88 12:00 AM,1,ID0079411027,03/03/20 12:00 AM,ni934522,08/17/21 12:00 AM,ni934646,,,,,
3496,82311106,0,NOMBRE COMPLETO DEL CONYUGE82311106,01/01/88 12:00 AM,3,ID0082311106,03/03/20 12:00 AM,fm38193,,,,,,,
3497,81519889,76777489,NOMBRE COMPLETO DEL CONYUGE81519889,01/01/88 12:00 AM, ,ID0081519889,03/03/20 12:00 AM,mm50087,,,,,,,
3498,81694494,76902461,NOMBRE COMPLETO DEL CONYUGE81694494,01/01/88 12:00 AM,3,ID0081694494,03/03/20 12:00 AM,ni934500,,,,,,,
3499,81276692,1438035,NOMBRE COMPLETO DEL CONYUGE81276692,01/01/88 12:00 AM, ,ID0081276692,03/03/20 12:00 AM,ni863116,,,,,,,
3500,79393657,214064,NOMBRE COMPLETO DEL CONYUGE79393657,01/01/88 12:00 AM, ,ID0079393657,03/04/20 12:00 AM,ah53081,,,,,,,
3501,79032590,17484435,NOMBRE COMPLETO DEL CONYUGE79032590,01/01/88 12:00 AM, ,ID0079032590,03/04/20 12:00 AM,ah53081,,,,,,,
3503,79769150,1659374,NOMBRE COMPLETO DEL CONYUGE79769150,01/01/88 12:00 AM, ,ID0079769150,03/04/20 12:00 AM,cs90816,,,,,,,
3504,80433018,17539455,NOMBRE COMPLETO DEL CONYUGE80433018,01/01/88 12:00 AM, ,ID0080433018,03/04/20 12:00 AM,ms59972,,,,,,,
3505,79674052,846451,NOMBRE COMPLETO DEL CONYUGE79674052,01/01/88 12:00 AM, ,ID0079674052,03/04/20 12:00 AM,ni934522,,,,,,,
3506,81656231,76661529,NOMBRE COMPLETO DEL CONYUGE81656231,01/01/88 12:00 AM, ,ID0081656231,03/04/20 12:00 AM,jr58239,,,,,,,
3507,78905905,76739447,NOMBRE COMPLETO DEL CONYUGE78905905,01/01/88 12:00 AM,1,ID0078905905,03/04/20 12:00 AM,ni907236,,,,,,,
3508,81632820,0,NOMBRE COMPLETO DEL CONYUGE81632820,01/01/88 12:00 AM,1,ID0081632820,03/04/20 12:00 AM,ni934544,,,,,,,
3509,82070770,0,NOMBRE COMPLETO DEL CONYUGE82070770,01/01/88 12:00 AM,1,ID0082070770,03/04/20 12:00 AM,js37023,,,,,,,
3510,78890037,77714596,NOMBRE COMPLETO DEL CONYUGE78890037,01/01/88 12:00 AM,1,ID0078890037,03/04/20 12:00 AM,ni945110,12/16/23 12:00 AM,ni935181,,,,,
3511,78630124,77806849,NOMBRE COMPLETO DEL CONYUGE78630124,01/01/88 12:00 AM,1,ID0078630124,03/05/20 12:00 AM,mm50087,,,,,,,
3512,79320803,0,NOMBRE COMPLETO DEL CONYUGE79320803,01/01/88 12:00 AM,3,ID0079320803,03/05/20 12:00 AM,ic31861,,,,,,,
3513,81094438,318279,NOMBRE COMPLETO DEL CONYUGE81094438,01/01/88 12:00 AM, ,ID0081094438,03/05/20 12:00 AM,nc46148,,,,,,,
3514,80847408,0,NOMBRE COMPLETO DEL CONYUGE80847408,01/01/88 12:00 AM,2,ID0080847408,03/05/20 12:00 AM,ni934522,,,,,,,
3515,79019917,76902445,NOMBRE COMPLETO DEL CONYUGE79019917,01/01/88 12:00 AM, ,ID0079019917,03/05/20 12:00 AM,ni934500,,,,,,,
3516,79255866,77270825,NOMBRE COMPLETO DEL CONYUGE79255866,01/01/88 12:00 AM,1,ID0079255866,03/05/20 12:00 AM,yp02425,01/03/24 12:00 AM,yp02425,,,,,
